CONFRONT	DIFFERENCE	BRASILIA	SUPREMACY-TO-HARMONY	1	"These aliens wouldn't save you from plasma-pulse energy detonations. And that's exactly what we should do to all of them."
CONFRONT	DIFFERENCE	INDIA	HARMONY-TO-SUPREMACY	1	"Contemplate the error of your ways, as you worship the fabricated instead of the divine universe."
CONFRONT	DIFFERENCE	INDIA	PURITY-TO-SUPREMACY	1	"Walk not the path of artifice, but the righteous enlightenment of the universal divine."
CONFRONT	DIFFERENCE	INDIA	SUPREMACY-TO-PURITY	1	"You are as misguided as we are ascendant. We are blessed with power, and you with ignorance."
CONFRONT	DIFFERENCE	POLYSTRALIA	HARMONY-TO-SUPREMACY	1	"What'll it profit you if you gain the world and lose your soul?"
CONFRONT	DIFFERENCE	POLYSTRALIA	PURITY-TO-SUPREMACY	1	"How can you trust AI, anyway? They're just going to turn on you one day. In fact, how do I know you're not an android yourself?"
CONFRONT	DIFFERENCE	POLYSTRALIA	PURITY-TO-SUPREMACY	2	"I prefer humans to cold titanium, personally."
CONFRONT	DIFFERENCE	POLYSTRALIA	SUPREMACY-TO-HARMONY	1	"There is no sanctuary, only us and these aliens."
CONFRONT	DIFFERENCE	POLYSTRALIA	SUPREMACY-TO-PURITY	1	"If there's one thing I've learned, it's if you're going to make it, you need to adapt."
CONFRONT	DIFFERENCE	POLYSTRALIA	SUPREMACY-TO-PURITY-TO-PAN-ASIAN	1	"Just what do you think you're doing, Dav- I mean, Daoming."
CONFRONT	DIFFERENCE	POLYSTRALIA	SUPREMACY-TO-PURITY-TO-PAN-ASIAN	2	"Hokey Units and ancient ideals are no match for a good blaster at your side."
CONFRONT	DIFFERENCE	RUSSIA	HARMONY-TO-SUPREMACY	1	"I also enjoy technology, but I discovered something greater. Join me in the new world."
CONFRONT	DIFFERENCE	RUSSIA	PURITY-TO-SUPREMACY	1	"Machines are just tools. Technology is an extension of humanity. You are forgetting this."
CONFRONT	DIFFERENCE	RUSSIA	SUPREMACY-TO-HARMONY	1	"This planet is chaotic. The machine will guide it. We need the power of technology to control it."
CONFRONT	DIFFERENCE	RUSSIA	SUPREMACY-TO-PURITY	1	"You are obsolete. Join us. Resistance is futile."
DISCUSS-AGREEMENTS	AL-FALAH	PURITY-TO-SUPREMACY	1	"Did your machine overlords instruct you to bargain with me?"
DISCUSS-AGREEMENTS	ARC	SUPREMACY-TO-HARMONY	1	"ARC is an equal-opportUnity conglomerate. We will trade with you, despite your beliefs."
DISCUSS-AGREEMENTS	INDIA	PURITY-TO-SUPREMACY	DISDAIN	1	"The universal spirit cannot be extinguished by qubits of artifice; so, I will hear your offer."
DISCUSS-AGREEMENTS	INDIA	SUPREMACY-TO-PURITY	MEEK	1	"We can no less bargain with you than regard ourselves in the mirror."
DISCUSS-AGREEMENTS	RUSSIA	SUPREMACY	1	"We will evaluate your proposal/tell us."
GREETING	INDIA	HARMONY-TO-SUPREMACY	DISDAIN	1	"We greet you, Spirit of Artifice. We will listen to the words of the entropic demon."
GREETING	INDIA	HARMONY-TO-SUPREMACY	HATE	1	"The spirit of nihility comes to destroy the third mother in its nothingness. We wonder what it wants…"
GREETING	INDIA	HARMONY-TO-SUPREMACY	NEUTRAL	1	"The Samadhi is one. Hello, recorder-of-the-future."
GREETING	INDIA	PURITY	SUPREMACY	KIND	1	"Although I am sad to see you have lost your way, I am happy to see you."
GREETING	INDIA	PURITY	SUPREMACY	NEUTRAL	1	"You have forsaken the universal divinity to worship the artificial. Why, then, are you here?"
GREETING	INDIA	PURITY	SUPREMACY	NEUTRAL	2	"Despite your ways, I will always welcome my spiritual siblings."
GREETING	INDIA	SUPREMACY-TO-PURITY	DISDAIN	1	"Welcome, purist. We greet you as we greet a forgotten dream; nostalgic in your ignorance, hopeful in your futility."
GREETING	INDIA	SUPREMACY-TO-PURITY	KIND	1	"Blessings upon you, purist. Without your dedication to the memory of the old Mothers, we would be doomed to repeat mistakes."
GREETING	INDIA	SUPREMACY-TO-PURITY	MEEK	1	"Hello again, purist. The legacy of humanity is strong and terrible to behold in you. How can we serve you?"
GREETING	POLYSTRALIA	PURITY-TO-SUPREMACY	1	"Unlike some people, I am not a number, I am from Freeland."
GREETING	SUPREMACY	1	"Welcome."
RELATIONSHIP	ACCEPT	NEGATIVE	RUSSIA	SUPREMACY	1	"Negative input/status updated. We do not support your decision."
RELATIONSHIP	ACCEPT	POSITIVE	RUSSIA	SUPREMACY	1	"Improved relations/diplomatic success. Thank you for your cooperation."
RELATIONSHIP	ACCEPT	VERY	NEGATIVE	RUSSIA	SUPREMACY	1	"Degraded relationship/reevaluate position. If you are not compliant, you are incorrect."
RELATIONSHIP	HAPPY	YOU	ACCEPTED	RUSSIA	SUPREMACY	1	"Your endorsement is good. We will proceed."
RELATIONSHIP	INTRO	RUSSIA	SUPREMACY	1	"Relationship proposal evaluation initiated. What do you propose?"
RELATIONSHIP	PROPOSE	CHANGE	RUSSIA	SUPREMACY	1	"Commence diplomatic relationship evaluation. What do you think of this?"
RELATIONSHIP	SAD	YOU	REJECTED	RUSSIA	SUPREMACY	1	"Failed estimate/we will create a new proposal for you."
